Record_ID,Date,Month,State,Region,River_Basin,Rainfall_mm,River_Level_m,Soil_Moisture,Upstream_Release_cumecs,Distance_to_River_km,Catchment_Slope_deg,Elevation_m,Drainage_Density_km_per_km2,Land_Use,Flood
R00215,2024-06-07,7,Bihar,East,Ganga,265.4,7.64,0.862,19.0,3.46,3.4,18,1.41,Forest,1
R00216,2025-06-09,12,Sikkim,North-East,Teesta,33.5,2.16,0.237,10.4,2.25,8.58,600,2.42,Wetland,0
R00217,2024-09-23,8,Tripura,North-East,Gumti,418.5,8.44,0.9,10.2,2.57,6.1,740,2.26,Agriculture,1
R00218,2024-09-12,2,Assam,North-East,Brahmaputra,55.8,3.08,0.253,11.8,0.8,7.95,861,2.74,Urban,0
R00219,2024-06-01,1,Assam,North-East,Brahmaputra,16.4,1.61,0.19,17.7,2.81,6.35,876,2.44,Wetland,0
R00220,2024-08-11,2,Andhra Pradesh,South,Godavari,16.3,1.7,0.139,14.2,2.69,2.37,93,1.62,Forest,0
R00221,2025-06-09,12,Madhya Pradesh,Central,Ganga,43.4,2.49,0.162,14.3,0.59,4.84,378,0.8,Urban,0
R00222,2025-05-24,11,Andhra Pradesh,South,Krishna,87.8,2.61,0.362,5.5,4.04,3.72,274,1.4,Wetland,1
R00223,2024-08-25,12,Madhya Pradesh,Central,Ganga,25.2,2.08,0.18,13.8,1.22,3.64,408,1.36,Barren,0
R00224,2024-09-14,4,Himachal Pradesh,North,Indus,54.6,2.05,0.299,5.3,3.7,4.95,832,1.14,Agriculture,0
R00225,2025-02-15,7,Sikkim,North-East,Teesta,94.6,4.41,0.379,6.0,1.54,7.26,606,2.36,Urban,1
R00226,2024-07-03,12,Odisha,East,Mahanadi,22.9,1.9,0.159,10.7,0.75,3.44,104,1.68,Urban,0
R00227,2025-06-29,1,Himachal Pradesh,North,Ganga,23.5,2.25,0.144,10.0,5.49,5.63,808,1.37,Forest,0
R00228,2025-01-25,3,Chhattisgarh,Central,Godavari,17.9,1.5,0.126,0.7,0.62,2.77,505,1.12,Barren,0
R00229,2025-05-29,3,Jharkhand,East,Ganga,17.5,1.81,0.157,10.6,2.01,2.93,190,1.88,Urban,0
R00230,2025-02-25,10,Manipur,North-East,Barak,38.1,2.35,0.286,16.5,2.52,8.38,477,1.92,Wetland,1
R00231,2025-02-25,4,Nagaland,North-East,Brahmaputra,25.6,2.57,0.155,5.8,4.16,6.94,800,2.19,Forest,0
R00232,2024-11-21,11,Odisha,East,Brahmani,154.8,3.76,0.535,7.3,2.09,2.75,187,1.38,Wetland,0
R00233,2024-08-06,11,Telangana,South,Krishna,175.1,4.29,0.565,4.6,3.98,2.03,457,1.25,Agriculture,1
R00234,2025-01-01,6,Punjab,North,Indus,204.0,4.62,0.678,4.3,0.21,8.74,903,1.26,Forest,1
R00235,2025-05-16,12,Mizoram,North-East,Barak,26.4,1.65,0.228,6.7,4.43,9.64,494,1.87,Wetland,0
R00236,2024-08-14,4,Andhra Pradesh,South,Krishna,33.4,2.04,0.219,7.6,2.4,3.32,43,1.39,Wetland,0
R00237,2025-02-18,7,Haryana,North,Ganga,197.6,5.67,0.595,19.4,4.23,6.66,617,1.43,Forest,1
R00238,2024-08-24,12,Nagaland,North-East,Brahmaputra,9.3,1.55,0.135,16.6,0.2,7.68,621,2.27,Urban,0
R00239,2024-11-26,5,Karnataka,South,Cauvery,35.0,1.99,0.194,16.6,1.28,3.35,331,1.42,Barren,0
R00240,2025-01-24,10,Andhra Pradesh,South,Godavari,172.2,4.62,0.602,2.7,7.98,2.94,195,1.08,Forest,1
R00241,2024-10-22,10,Tamil Nadu,South,Cauvery,39.7,1.9,0.218,3.2,4.85,2.76,103,1.0,Agriculture,0
R00242,2024-09-20,10,Mizoram,North-East,Barak,68.1,2.91,0.279,4.1,4.52,8.33,669,2.09,Agriculture,0
R00243,2024-08-10,11,Mizoram,North-East,Barak,127.5,3.87,0.426,3.9,1.5,7.75,622,1.82,Forest,0
R00244,2024-11-03,1,Kerala,South,Pamba,58.6,2.72,0.243,7.5,4.36,3.69,406,1.35,Forest,0
R00245,2025-06-10,2,Sikkim,North-East,Teesta,25.1,2.14,0.149,3.0,1.55,7.83,723,1.83,Forest,0
R00246,2025-04-20,3,Sikkim,North-East,Teesta,14.1,1.87,0.18,7.6,2.37,6.56,584,2.16,Agriculture,0
R00247,2024-06-23,9,Kerala,South,Pamba,246.0,5.83,0.745,10.3,5.54,2.9,229,1.62,Forest,1
R00248,2024-11-08,5,Karnataka,South,Krishna,31.2,1.83,0.164,7.3,2.94,1.78,101,0.52,Forest,0
R00249,2024-10-24,2,Sikkim,North-East,Teesta,37.9,2.43,0.159,15.7,1.11,10.28,707,1.97,Urban,0
R00250,2025-02-12,11,Uttarakhand,North,Ganga,117.8,3.94,0.395,12.6,2.51,3.58,953,1.94,Barren,0
R00251,2025-01-12,7,Chhattisgarh,Central,Mahanadi,168.9,5.48,0.543,18.8,5.66,4.51,313,1.14,Forest,1
R00252,2024-12-06,8,Meghalaya,North-East,Brahmaputra,310.3,10.51,0.9,32.1,0.39,9.99,686,1.68,Forest,1
R00253,2024-09-24,11,Nagaland,North-East,Brahmaputra,57.9,3.19,0.214,18.0,2.36,7.77,736,1.86,Urban,0
R00254,2024-10-21,8,Tripura,North-East,Gumti,396.9,8.15,0.9,4.6,1.35,8.08,529,2.91,Barren,1
R00255,2025-06-15,10,Telangana,South,Krishna,187.2,4.7,0.508,7.5,2.47,0.96,238,1.06,Urban,0
R00256,2025-06-18,12,Mizoram,North-East,Barak,45.8,2.37,0.301,13.2,3.34,7.87,685,2.61,Wetland,0
R00257,2025-04-14,1,Haryana,North,Ganga,49.3,2.6,0.195,2.4,11.33,6.9,939,1.71,Forest,0
R00258,2024-11-14,2,West Bengal,East,Ganga,34.0,2.22,0.184,6.9,0.96,1.95,5,1.67,Barren,0
R00259,2025-01-20,8,Uttarakhand,North,Ganga,208.2,6.17,0.656,96.5,4.14,5.53,904,1.3,Barren,1
R00260,2024-08-16,7,Jharkhand,East,Ganga,259.6,6.72,0.837,46.8,1.14,0.46,145,1.46,Wetland,1
R00261,2025-01-12,5,Manipur,North-East,Barak,23.0,2.04,0.144,1.2,3.71,7.34,901,2.14,Forest,0
R00262,2024-08-24,8,Rajasthan,West,Luni,178.7,2.74,0.581,8.3,3.45,2.47,293,1.18,Forest,0
R00263,2024-10-27,9,Haryana,North,Indus,101.8,3.17,0.379,11.4,6.41,7.53,922,1.67,Urban,0
R00264,2025-02-04,4,Bihar,East,Kosi,25.4,2.06,0.208,15.1,3.48,0.74,98,1.76,Wetland,0
R00265,2025-03-10,11,Punjab,North,Indus,47.1,2.33,0.212,4.8,1.48,3.81,916,1.63,Urban,0
R00266,2025-02-01,4,Himachal Pradesh,North,Ganga,1.7,1.42,0.118,27.2,3.0,4.68,1033,1.59,Barren,0
R00267,2025-04-18,9,Rajasthan,West,Indus,221.2,4.85,0.702,17.9,4.02,2.04,178,0.62,Barren,1
R00268,2025-01-11,6,Rajasthan,West,Indus,205.0,4.9,0.672,4.9,5.66,2.34,195,1.37,Barren,1
R00269,2024-11-20,3,Jammu & Kashmir,North,Indus,36.5,1.73,0.203,3.1,2.87,5.95,601,1.66,Barren,0
R00270,2025-04-05,2,Maharashtra,West,Godavari,18.7,2.0,0.239,6.9,1.33,1.42,350,1.01,Agriculture,0
R00271,2025-05-28,4,Jammu & Kashmir,North,Indus,4.8,1.65,0.142,22.6,3.91,5.95,930,1.31,Forest,0
R00272,2025-04-20,5,Jammu & Kashmir,North,Indus,20.3,2.27,0.212,5.6,1.87,6.26,738,1.73,Agriculture,0
R00273,2024-11-26,9,Sikkim,North-East,Teesta,323.1,10.13,0.893,6.2,0.85,8.32,535,2.06,Urban,1
R00274,2025-06-19,6,West Bengal,East,Hooghly,335.5,7.87,0.9,20.3,4.12,2.83,202,1.38,Barren,1
R00275,2025-04-13,9,Haryana,North,Indus,78.9,2.79,0.401,10.8,3.84,7.43,909,1.59,Barren,0
R00276,2025-02-24,8,Himachal Pradesh,North,Ganga,146.5,4.77,0.527,70.6,2.22,6.99,718,1.29,Urban,1
R00277,2024-12-01,7,West Bengal,East,Hooghly,338.0,7.9,0.9,7.9,0.2,3.64,103,1.57,Wetland,1
R00278,2025-01-30,2,Arunachal Pradesh,North-East,Brahmaputra,40.7,2.71,0.15,9.4,6.31,8.47,760,2.65,Forest,0
R00279,2025-05-08,2,Manipur,North-East,Barak,28.6,2.01,0.168,11.1,8.79,8.04,693,2.37,Forest,0
R00280,2024-07-07,7,Manipur,North-East,Barak,204.8,6.03,0.687,6.4,13.22,6.89,694,2.22,Barren,1
R00281,2024-11-01,9,Goa,West,Zuari,154.8,2.92,0.586,3.3,2.26,4.02,226,1.26,Wetland,0
R00282,2024-09-29,11,Haryana,North,Ganga,61.2,2.76,0.275,3.1,3.72,5.13,808,1.31,Agriculture,0
R00283,2025-04-20,4,Jharkhand,East,Subarnarekha,14.6,2.21,0.16,9.6,3.99,3.28,208,1.71,Forest,0
R00284,2025-03-03,7,Karnataka,South,Cauvery,273.7,5.47,0.856,27.1,2.49,2.26,185,1.41,Urban,1
R00285,2025-03-30,6,Madhya Pradesh,Central,Tapi,197.2,3.84,0.625,11.3,4.97,2.94,483,0.94,Forest,1
R00286,2024-12-28,2,Uttarakhand,North,Ganga,19.6,1.95,0.139,0.2,2.41,5.68,673,1.6,Urban,0
R00287,2024-06-15,2,Punjab,North,Indus,0.0,1.42,0.158,3.2,2.68,5.9,790,1.44,Agriculture,0
R00288,2024-08-24,10,Meghalaya,North-East,Brahmaputra,16.8,2.14,0.228,6.4,3.03,7.01,634,2.25,Barren,0
R00289,2025-04-16,2,Madhya Pradesh,Central,Ganga,30.5,1.91,0.151,1.8,10.69,4.15,321,1.41,Forest,0
R00290,2025-02-09,12,Andhra Pradesh,South,Krishna,25.5,1.84,0.07,3.7,0.96,4.98,269,0.78,Forest,0
R00291,2025-06-18,6,Manipur,North-East,Barak,339.0,8.86,0.9,7.5,1.82,9.98,627,2.03,Barren,1
R00292,2025-07-01,3,Assam,North-East,Brahmaputra,24.7,2.18,0.198,9.9,1.51,7.41,790,2.0,Agriculture,0
R00293,2025-01-30,6,Andhra Pradesh,South,Godavari,57.7,2.62,0.293,5.7,4.49,2.0,15,0.96,Forest,0
R00294,2024-09-04,10,Haryana,North,Indus,72.3,2.52,0.283,10.8,7.54,5.36,736,1.43,Wetland,0
R00295,2024-09-11,10,Andhra Pradesh,South,Godavari,99.6,3.11,0.366,24.7,0.55,1.96,146,1.58,Urban,1
R00296,2024-10-08,12,Uttar Pradesh,North,Ganga,16.9,1.89,0.109,6.7,9.37,7.18,867,1.06,Forest,0
R00297,2025-05-26,3,Chhattisgarh,Central,Mahanadi,34.2,2.44,0.17,5.2,3.83,4.74,444,0.91,Barren,0
R00298,2024-12-30,2,Tripura,North-East,Gumti,32.5,2.09,0.142,20.9,1.97,7.66,799,2.26,Urban,0
R00299,2025-05-07,7,Punjab,North,Indus,314.5,6.56,0.9,18.6,4.04,6.7,685,1.61,Wetland,1
R00300,2025-05-15,6,Madhya Pradesh,Central,Narmada,366.1,7.3,0.9,14.6,0.5,5.57,359,0.56,Forest,1
R00301,2024-11-30,1,Tamil Nadu,South,Cauvery,28.8,1.81,0.209,10.9,4.29,1.59,318,0.48,Agriculture,0
R00302,2024-11-23,11,Tamil Nadu,South,Cauvery,164.7,3.66,0.465,5.1,4.54,3.28,140,1.55,Forest,0
R00303,2024-07-05,8,Odisha,East,Brahmani,363.5,8.56,0.9,4.0,3.65,1.41,5,1.73,Wetland,1
R00304,2024-07-20,4,Jharkhand,East,Subarnarekha,5.9,1.3,0.084,11.7,0.53,2.22,181,1.48,Urban,0
R00305,2025-02-01,2,Chhattisgarh,Central,Godavari,22.4,2.07,0.122,10.3,6.7,4.21,257,0.7,Barren,0
R00306,2025-06-11,1,West Bengal,East,Hooghly,30.6,1.69,0.205,18.8,2.66,3.42,67,1.93,Wetland,0
R00307,2025-07-14,1,Manipur,North-East,Barak,19.2,1.9,0.184,4.3,2.1,5.88,806,2.0,Forest,0
R00308,2025-01-08,5,Rajasthan,West,Indus,53.7,2.2,0.256,7.4,1.86,1.86,311,0.93,Forest,0
R00309,2025-06-13,8,Haryana,North,Ganga,325.6,8.67,0.9,143.6,1.33,7.61,925,1.46,Agriculture,1
R00310,2024-12-07,9,Uttarakhand,North,Ganga,181.1,5.71,0.6,63.5,1.82,6.17,629,1.4,Barren,1
R00311,2025-03-21,2,Meghalaya,North-East,Brahmaputra,45.6,2.83,0.228,3.5,1.02,8.41,755,2.03,Urban,0
R00312,2025-05-12,8,Jharkhand,East,Ganga,349.9,8.68,0.9,37.4,6.56,2.12,5,1.75,Forest,1
R00313,2025-07-04,10,Nagaland,North-East,Brahmaputra,114.5,4.53,0.431,0.8,4.47,7.57,585,2.82,Wetland,1
R00314,2024-08-23,7,Goa,West,Mandovi,118.9,2.8,0.457,23.6,3.33,1.46,312,1.15,Forest,0
R00315,2024-12-25,12,Uttar Pradesh,North,Ganga,26.1,1.79,0.153,7.2,0.67,5.77,623,1.2,Urban,0
R00316,2024-07-07,4,Jharkhand,East,Ganga,36.1,2.11,0.202,12.4,4.94,3.93,5,2.01,Barren,1
R00317,2024-11-22,7,Bihar,East,Ganga,288.3,7.88,0.895,21.3,1.42,3.85,5,1.84,Forest,1
R00318,2025-04-13,3,Gujarat,West,Narmada,73.6,2.74,0.239,2.5,8.79,1.24,358,0.63,Barren,0
R00319,2024-08-23,9,Mizoram,North-East,Barak,380.0,9.38,0.9,1.2,5.67,8.59,620,1.65,Agriculture,1
R00320,2024-08-20,6,Telangana,South,Krishna,142.5,4.1,0.629,11.4,6.35,3.48,92,1.4,Agriculture,1
R00321,2025-04-17,5,Haryana,North,Ganga,24.4,2.11,0.232,3.1,8.96,6.13,762,1.91,Agriculture,0
R00322,2025-04-26,11,Manipur,North-East,Barak,87.1,3.24,0.416,18.6,4.37,7.35,599,2.21,Agriculture,0
R00323,2025-07-08,8,Tamil Nadu,South,Vaigai,281.9,5.3,0.794,11.1,4.21,3.19,224,1.34,Barren,1
R00324,2025-06-27,11,Odisha,East,Brahmani,151.4,4.33,0.516,3.7,2.28,3.87,5,1.58,Agriculture,1
R00325,2025-02-18,8,Odisha,East,Mahanadi,258.4,7.62,0.788,54.1,1.57,3.9,48,1.51,Forest,1
R00326,2024-11-21,10,Kerala,South,Pamba,70.9,2.71,0.286,14.5,2.69,1.58,5,1.05,Forest,0
R00327,2024-07-28,5,Assam,North-East,Brahmaputra,33.8,2.68,0.202,11.7,2.68,9.16,509,2.21,Wetland,0
R00328,2024-08-23,6,Himachal Pradesh,North,Indus,186.9,4.84,0.598,11.3,3.85,5.82,795,1.71,Urban,1
R00329,2024-09-17,10,Mizoram,North-East,Barak,74.1,3.04,0.307,15.2,2.51,8.48,699,1.8,Barren,1
R00330,2025-06-26,10,Bihar,East,Kosi,31.1,2.24,0.196,10.4,0.63,3.57,5,1.98,Urban,0
R00331,2025-01-28,6,Odisha,East,Mahanadi,230.3,6.51,0.749,12.7,1.8,2.61,82,1.28,Wetland,1
R00332,2024-06-04,1,Assam,North-East,Brahmaputra,10.2,1.92,0.055,6.0,5.32,7.01,613,2.12,Urban,0
R00333,2024-10-22,12,Kerala,South,Pamba,30.3,1.86,0.139,12.7,1.24,3.07,86,1.15,Barren,0
R00334,2025-04-05,1,Mizoram,North-East,Barak,31.0,2.12,0.203,5.2,6.83,7.01,781,2.39,Wetland,0
R00335,2025-04-25,6,Odisha,East,Mahanadi,285.6,7.66,0.868,10.1,0.92,0.79,117,1.24,Forest,1
R00336,2025-04-10,6,Bihar,East,Kosi,235.0,8.49,0.752,7.5,2.4,2.83,69,1.67,Urban,1
R00337,2024-08-09,2,Kerala,South,Pamba,31.2,2.5,0.131,2.0,0.65,3.2,303,1.2,Urban,0
R00338,2025-04-11,5,Meghalaya,North-East,Brahmaputra,23.8,2.25,0.183,3.4,7.13,7.45,718,2.03,Barren,0
R00339,2025-04-22,6,Andhra Pradesh,South,Godavari,322.1,7.91,0.9,6.0,9.88,3.63,245,1.27,Barren,1
R00340,2025-06-06,6,Tripura,North-East,Gumti,369.0,7.88,0.9,16.9,2.46,8.47,1004,2.26,Wetland,1
R00341,2025-03-14,5,Uttarakhand,North,Ganga,31.0,1.24,0.239,13.4,6.39,3.65,853,1.85,Wetland,0
R00342,2024-07-04,3,Mizoram,North-East,Barak,0.0,1.64,0.118,19.4,0.33,8.39,528,2.43,Urban,0
R00343,2024-08-11,9,Mizoram,North-East,Barak,308.8,8.29,0.9,4.7,2.03,7.35,762,2.03,Urban,1
R00344,2024-07-18,3,Chhattisgarh,Central,Godavari,20.1,1.76,0.196,7.5,11.01,2.62,230,0.68,Forest,0
R00345,2024-12-16,4,Tamil Nadu,South,Vaigai,52.2,2.06,0.298,9.5,2.41,1.15,166,1.64,Agriculture,0
R00346,2025-03-16,5,Uttarakhand,North,Ganga,28.4,2.27,0.157,6.5,4.42,4.49,771,1.5,Barren,0
R00347,2025-03-05,11,Tamil Nadu,South,Cauvery,121.7,3.84,0.394,9.7,0.94,3.03,364,1.31,Barren,0
R00348,2025-01-02,3,Uttarakhand,North,Ganga,34.9,1.84,0.233,9.9,4.87,4.18,619,1.28,Agriculture,0
R00349,2025-07-09,12,Karnataka,South,Krishna,42.2,2.0,0.21,3.5,8.54,2.4,431,1.2,Urban,0
R00350,2024-07-06,11,Jharkhand,East,Subarnarekha,113.7,3.33,0.388,3.7,2.92,4.31,5,1.52,Wetland,0
R00351,2025-03-22,12,Manipur,North-East,Barak,51.5,2.64,0.285,3.1,1.85,7.01,747,2.88,Agriculture,0
R00352,2024-06-04,5,Meghalaya,North-East,Brahmaputra,17.9,1.72,0.212,14.7,2.37,6.99,927,2.34,Agriculture,0
R00353,2025-05-16,8,Chhattisgarh,Central,Godavari,206.4,5.81,0.722,50.7,15.05,2.96,216,1.26,Wetland,1
R00354,2024-06-20,3,Assam,North-East,Brahmaputra,0.0,1.69,0.143,8.5,2.64,9.44,787,2.49,Barren,0
R00355,2025-01-11,1,Uttarakhand,North,Ganga,41.1,2.45,0.217,3.1,7.21,7.2,944,1.19,Forest,0
R00356,2025-07-05,12,Meghalaya,North-East,Brahmaputra,20.7,2.34,0.19,11.6,1.63,9.11,639,2.01,Urban,1
R00357,2025-01-04,3,Goa,West,Mandovi,24.2,1.73,0.211,10.5,2.76,4.21,539,1.36,Wetland,0
R00358,2025-06-11,7,Telangana,South,Godavari,302.5,7.5,0.9,38.9,5.55,4.62,224,1.47,Agriculture,1
R00359,2024-07-16,6,Karnataka,South,Cauvery,281.0,5.69,0.882,28.3,3.07,3.59,220,1.46,Wetland,1
R00360,2025-06-08,9,Himachal Pradesh,North,Ganga,99.9,3.93,0.382,16.3,0.49,5.11,925,2.46,Agriculture,1
R00361,2024-11-28,6,Bihar,East,Ganga,246.6,6.78,0.764,2.3,4.5,4.91,196,1.36,Urban,1
R00362,2024-06-28,12,Madhya Pradesh,Central,Narmada,31.6,1.98,0.223,7.1,2.08,2.1,259,1.65,Agriculture,0
R00363,2024-07-14,5,Uttarakhand,North,Ganga,22.6,1.86,0.213,4.0,2.59,4.53,826,1.98,Agriculture,0
R00364,2024-09-29,8,Tamil Nadu,South,Vaigai,312.8,5.32,0.9,3.5,0.38,3.76,205,1.04,Urban,1
R00365,2024-08-22,1,Telangana,South,Godavari,22.5,1.89,0.255,9.8,3.57,3.85,5,1.4,Agriculture,0
R00366,2025-01-26,9,Karnataka,South,Krishna,183.1,4.86,0.586,20.8,3.18,2.47,299,1.25,Barren,1
R00367,2025-07-11,5,Jharkhand,East,Ganga,23.6,2.1,0.178,2.3,1.24,3.5,247,1.71,Forest,0
R00368,2025-07-21,4,Haryana,North,Ganga,10.6,1.49,0.06,11.4,11.96,8.05,626,1.26,Barren,0
R00369,2024-12-02,2,Odisha,East,Mahanadi,4.4,1.74,0.086,16.9,2.03,3.46,172,1.9,Barren,0
R00370,2024-10-26,11,Meghalaya,North-East,Brahmaputra,58.9,3.04,0.226,9.6,6.37,7.73,674,2.24,Barren,0
R00371,2024-08-17,3,Gujarat,West,Tapi,8.1,1.5,0.164,15.5,2.65,3.28,358,1.39,Wetland,0
R00372,2024-07-02,4,Jammu & Kashmir,North,Indus,38.4,1.74,0.275,13.3,8.64,6.36,1035,1.49,Wetland,0
R00373,2025-04-18,9,Uttar Pradesh,North,Ganga,264.2,7.0,0.859,28.7,3.96,5.36,808,1.36,Urban,1
R00374,2024-09-26,7,Assam,North-East,Brahmaputra,265.5,10.42,0.77,20.9,1.65,6.06,654,2.5,Urban,1
R00375,2024-10-19,6,Mizoram,North-East,Barak,290.3,7.71,0.87,4.2,0.84,9.49,600,2.24,Urban,1
R00376,2024-12-07,6,Chhattisgarh,Central,Mahanadi,184.5,5.77,0.656,13.4,1.59,2.84,458,0.99,Urban,1
R00377,2025-02-12,3,Tamil Nadu,South,Vaigai,25.4,1.74,0.158,12.5,6.1,4.81,181,1.23,Forest,0
R00378,2024-08-12,11,Meghalaya,North-East,Brahmaputra,111.1,4.6,0.458,10.6,1.77,8.24,667,2.42,Wetland,1
R00379,2024-07-11,11,Arunachal Pradesh,North-East,Brahmaputra,68.0,3.18,0.314,5.3,2.77,8.43,835,2.18,Agriculture,0
R00380,2024-12-06,1,Punjab,North,Indus,33.1,2.58,0.27,4.4,15.36,4.85,833,1.12,Agriculture,0
R00381,2024-07-18,1,Himachal Pradesh,North,Indus,16.8,2.03,0.135,8.7,3.63,5.44,988,1.28,Forest,0
R00382,2024-10-03,9,Assam,North-East,Brahmaputra,147.1,6.6,0.51,112.7,2.54,7.08,817,1.79,Forest,1
R00383,2024-12-10,5,Himachal Pradesh,North,Indus,63.5,2.36,0.218,9.2,1.64,4.38,579,1.61,Urban,1
R00384,2024-06-09,5,Andhra Pradesh,South,Krishna,21.3,1.67,0.215,2.8,2.76,3.01,245,1.05,Forest,0
R00385,2024-10-21,12,Jharkhand,East,Subarnarekha,37.1,2.17,0.215,2.3,2.74,2.65,255,1.3,Wetland,0
R00386,2024-10-06,8,Madhya Pradesh,Central,Narmada,220.1,4.86,0.655,10.0,5.59,4.01,598,1.65,Forest,1
R00387,2024-07-29,2,Kerala,South,Pamba,4.0,1.64,0.069,14.4,0.79,4.08,85,1.31,Urban,0
R00388,2024-11-08,9,Jharkhand,East,Ganga,229.8,6.24,0.644,21.8,2.38,2.9,45,1.79,Forest,1
R00389,2025-04-09,6,Haryana,North,Ganga,140.1,5.0,0.519,5.6,3.89,7.09,894,1.93,Forest,1
R00390,2025-03-19,3,Odisha,East,Brahmani,23.6,1.93,0.139,18.2,4.69,2.68,89,1.59,Forest,0
R00391,2025-07-21,12,Odisha,East,Mahanadi,38.6,2.53,0.204,5.9,4.31,5.59,224,1.81,Barren,0
R00392,2025-02-25,11,Jharkhand,East,Subarnarekha,46.3,2.14,0.215,5.3,1.21,3.66,5,1.58,Urban,1
R00393,2025-01-14,6,Tripura,North-East,Gumti,184.1,4.86,0.689,6.3,6.18,10.8,790,2.25,Agriculture,1
R00394,2025-04-27,10,Jammu & Kashmir,North,Indus,87.2,2.59,0.341,15.9,0.7,6.41,826,1.82,Urban,0
R00395,2024-08-20,4,Uttarakhand,North,Ganga,41.5,2.51,0.169,15.4,7.28,4.55,969,1.15,Forest,0
R00396,2025-06-10,10,Bihar,East,Ganga,112.9,3.89,0.434,5.4,2.68,2.74,34,1.4,Wetland,1
R00397,2024-10-13,8,Chhattisgarh,Central,Godavari,219.9,5.64,0.698,35.6,1.82,4.99,212,1.06,Barren,1
R00398,2024-06-15,7,Uttarakhand,North,Ganga,215.2,5.83,0.67,51.7,3.43,7.72,894,1.86,Forest,1
R00399,2025-05-05,1,Gujarat,West,Sabarmati,9.9,1.85,0.1,5.6,0.93,2.44,374,0.81,Wetland,0
R00400,2025-02-26,9,Assam,North-East,Brahmaputra,502.5,16.41,0.9,98.9,1.46,8.51,669,2.04,Forest,1
R00401,2024-10-12,12,Tamil Nadu,South,Vaigai,5.0,1.58,0.163,4.8,4.97,2.43,74,1.12,Agriculture,0
R00402,2025-03-06,12,Manipur,North-East,Barak,10.5,1.38,0.235,7.2,6.63,7.78,828,1.66,Agriculture,0
R00403,2024-07-21,2,Haryana,North,Ganga,14.2,1.73,0.181,14.7,4.85,4.35,1039,1.31,Agriculture,0
R00404,2024-09-17,2,Telangana,South,Krishna,51.6,2.44,0.242,2.4,5.93,4.49,418,1.23,Forest,0
R00405,2024-12-12,9,Arunachal Pradesh,North-East,Brahmaputra,264.3,9.42,0.799,19.4,1.78,8.8,879,2.56,Forest,1
R00406,2025-01-08,3,Telangana,South,Krishna,10.1,1.43,0.159,8.7,7.15,1.6,255,0.6,Forest,0
R00407,2025-01-05,2,Assam,North-East,Brahmaputra,38.8,2.57,0.224,1.8,5.34,7.0,535,2.64,Agriculture,0
R00408,2025-07-03,1,Gujarat,West,Narmada,23.1,1.93,0.172,6.0,5.47,1.7,371,0.98,Barren,0
R00409,2025-03-22,8,Nagaland,North-East,Brahmaputra,435.2,14.22,0.9,106.5,3.89,8.03,668,1.85,Agriculture,1
R00410,2024-09-10,2,Manipur,North-East,Barak,6.5,1.94,0.189,4.8,0.97,7.35,525,2.01,Wetland,0
R00411,2025-06-27,9,Arunachal Pradesh,North-East,Brahmaputra,529.1,17.05,0.9,64.4,1.84,7.24,793,2.08,Wetland,1
R00412,2025-01-24,3,Karnataka,South,Krishna,8.9,1.69,0.157,4.8,1.81,5.35,327,1.38,Urban,0
R00413,2024-07-08,11,Odisha,East,Brahmani,78.4,2.95,0.318,2.8,1.73,2.9,262,1.36,Forest,0
R00414,2025-06-14,3,Uttarakhand,North,Ganga,34.5,2.13,0.236,15.2,3.29,5.58,801,1.2,Barren,0
R00415,2024-12-28,2,Andhra Pradesh,South,Godavari,5.6,1.91,0.158,7.1,5.31,4.09,187,1.65,Agriculture,1
R00416,2025-02-18,3,Goa,West,Mandovi,36.4,1.69,0.21,12.0,5.84,2.28,319,0.96,Agriculture,0
R00417,2025-06-06,2,Chhattisgarh,Central,Godavari,19.4,1.57,0.212,6.7,1.31,2.43,512,0.98,Agriculture,0
R00418,2025-03-30,3,Mizoram,North-East,Barak,9.6,1.7,0.114,23.1,9.97,7.16,671,2.07,Barren,0
R00419,2024-07-03,9,Meghalaya,North-East,Brahmaputra,427.1,13.88,0.9,65.0,3.08,7.56,612,2.04,Barren,1
R00420,2024-09-07,3,Nagaland,North-East,Brahmaputra,0.0,1.39,0.121,4.9,6.66,9.71,922,2.49,Barren,0
R00421,2025-07-19,1,Madhya Pradesh,Central,Ganga,34.3,2.04,0.229,4.3,5.18,5.9,480,1.26,Urban,0
R00422,2024-11-25,11,Himachal Pradesh,North,Ganga,50.7,2.63,0.249,13.4,2.31,4.91,848,1.17,Barren,0
R00423,2025-03-04,8,Jharkhand,East,Ganga,238.8,6.92,0.7,13.8,1.44,2.24,134,1.12,Forest,1
R00424,2024-08-22,8,Mizoram,North-East,Barak,223.2,6.31,0.759,3.9,2.87,9.21,627,2.43,Wetland,1
R00425,2025-07-25,2,Goa,West,Zuari,21.1,1.81,0.206,18.4,1.08,1.68,431,0.61,Agriculture,0
R00426,2024-11-16,8,Odisha,East,Brahmani,250.6,6.59,0.809,7.6,3.9,3.9,5,2.38,Agriculture,1
R00427,2025-05-12,3,Madhya Pradesh,Central,Ganga,14.7,1.92,0.138,13.3,3.12,3.72,465,1.09,Forest,0
R00428,2024-12-20,7,Sikkim,North-East,Teesta,284.4,8.82,0.83,10.6,2.49,7.36,800,2.19,Forest,1
R00429,2025-02-04,6,Assam,North-East,Brahmaputra,456.8,14.72,0.9,13.3,5.42,7.86,750,2.3,Wetland,1
